name;female;birthdate;birthplace;link
Casper Van Dien;False;18/12/1968;['Milton, Florida', ', U.S.'];https://en.wikipedia.org/wiki/Casper_Van_Dien
Minnie Driver;True;31/1/1970;['London, England'];https://en.wikipedia.org/wiki/Minnie_Driver
Peter Gallagher;False;19/8/1955;['New York City, U.S.'];https://en.wikipedia.org/wiki/Peter_Gallagher
Sada Thompson;True;27/9/1927;['Des Moines, Iowa', ', U.S.'];https://en.wikipedia.org/wiki/Sada_Thompson
Kieran Culkin;False;30/9/1982;['New York City, U.S.'];https://en.wikipedia.org/wiki/Kieran_Culkin
Jeffrey Jones;False;28/9/1946;['Buffalo, New York', ', U.S.'];https://en.wikipedia.org/wiki/Jeffrey_Jones
Brendan Sexton III;False;21/2/1980;['Staten Island, New York', ', U.S.'];https://en.wikipedia.org/wiki/Brendan_Sexton_III
Heavy D;False;24/5/1967;['Mandeville, Jamaica'];https://en.wikipedia.org/wiki/Heavy_D
Alex D. Linz;False;3/1/1989;['Santa Barbara, California', ', U.S.'];https://en.wikipedia.org/wiki/Alex_D._Linz
Glenn Close;True;19/3/1947;['Greenwich, Connecticut', ', U.S.'];https://en.wikipedia.org/wiki/Glenn_Close
Kate Nelligan;True;16/3/1950;['London, Ontario', ', Canada'];https://en.wikipedia.org/wiki/Kate_Nelligan
Jeannetta Arnette;True;;['Washington, D.C.', ', U.S.'];https://en.wikipedia.org/wiki/Jeannetta_Arnette
Rosie O'Donnell;True;21/3/1962;['Commack, New York', ', U.S.'];https://en.wikipedia.org/wiki/Rosie_O%27Donnell
Brian Blessed;False;9/10/1936;['Mexborough', ', ', 'Yorkshire', ', England'];https://en.wikipedia.org/wiki/Brian_Blessed
Nigel Hawthorne;False;5/4/1929;['Coventry', ', England'];https://en.wikipedia.org/wiki/Nigel_Hawthorne
Erykah Badu;True;26/2/1971;['Dallas', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Erykah_Badu
Lance Henriksen;False;5/5/1940;['Manhattan', ', New York, U.S.'];https://en.wikipedia.org/wiki/Lance_Henriksen
Joseph Fiennes;False;27/5/1970;['Salisbury', ', ', 'Wiltshire', ', England'];https://en.wikipedia.org/wiki/Joseph_Fiennes
Clea DuVall;True;25/9/1977;['Los Angeles', ', California, U.S.'];https://en.wikipedia.org/wiki/Clea_DuVall
Wayne Knight;False;7/8/1955;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Wayne_Knight
Gwyneth Paltrow;True;27/9/1972;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Gwyneth_Paltrow
Angelina Jolie;True;4/6/1975;['Los Angeles', ', ', 'California', ', U.S.'];https://en.wikipedia.org/wiki/Angelina_Jolie
Elisabeth Moss;True;24/7/1982;['Los Angeles', ', ', 'California', ', US'];https://en.wikipedia.org/wiki/Elisabeth_Moss
Antonia San Juan;True;22/5/1961;['Las Palmas', ', ', 'Canary Islands', ', Spain'];https://en.wikipedia.org/wiki/Antonia_San_Juan
Candela Peña;True;14/7/1973;['Gavà', ', Spain'];https://en.wikipedia.org/wiki/Candela_Pe%C3%B1a
Marisa Paredes;True;3/4/1946;['Madrid', ', Spain'];https://en.wikipedia.org/wiki/Marisa_Paredes
Edward Burns;False;29/1/1968;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Edward_Burns
Nicoletta Braschi;True;19/4/1960;['Cesena', ', ', 'Emilia-Romagna', ', Italy'];https://en.wikipedia.org/wiki/Nicoletta_Braschi
Cecilia Roth;True;8/8/1956;['Buenos Aires', ', Argentina'];https://en.wikipedia.org/wiki/Cecilia_Roth
Christopher Eccleston;False;16/2/1964;['Salford', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Christopher_Eccleston
Matt McGrath (actor);False;;[];https://en.wikipedia.org/wiki/Matt_McGrath_(actor)
Simon Callow;False;15/6/1949;['Streatham', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Simon_Callow
Rosa Maria Sardà;True;30/7/1941;['Barcelona', ', Spain'];https://en.wikipedia.org/wiki/Rosa_Maria_Sard%C3%A0
Fernando Fernán Gómez;False;28/8/1921;['Lima', ', Peru'];https://en.wikipedia.org/wiki/Fernando_Fern%C3%A1n_G%C3%B3mez
Jim Carter (actor);False;19/8/1948;['Harrogate', ', ', 'Yorkshire', ', England'];https://en.wikipedia.org/wiki/Jim_Carter_(actor)
Lynn Redgrave;True;8/3/1943;['Marylebone', ', London, England'];https://en.wikipedia.org/wiki/Lynn_Redgrave
Whoopi Goldberg;True;13/11/1955;[];https://en.wikipedia.org/wiki/Whoopi_Goldberg
Fernando Guillén (actor);False;;['Barcelona', ', ', 'Spain'];https://en.wikipedia.org/wiki/Fernando_Guill%C3%A9n_(actor)
Martin Clunes;False;28/11/1961;['Wimbledon', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Martin_Clunes
Antony Sher;False;14/6/1949;['Cape Town', ', South Africa'];https://en.wikipedia.org/wiki/Antony_Sher
Toni Cantó;False;14/1/1965;[];https://en.wikipedia.org/wiki/Toni_Cant%C3%B3
Richard Attenborough;False;29/8/1923;['Cambridge', ', England'];https://en.wikipedia.org/wiki/Richard_Attenborough
Eloy Azorín;False;19/2/1977;['Madrid', ', Spain'];https://en.wikipedia.org/wiki/Eloy_Azor%C3%ADn
Michelle Pfeiffer;True;29/4/1958;['Santa Ana, California', ', U.S.'];https://en.wikipedia.org/wiki/Michelle_Pfeiffer
Imelda Staunton;True;9/1/1956;['Archway, London', ', England'];https://en.wikipedia.org/wiki/Imelda_Staunton
Annabella Sciorra;True;29/3/1960;['New York City', ', ', 'New York', ', U.S.', '[a]'];https://en.wikipedia.org/wiki/Annabella_Sciorra
Max von Sydow;False;10/4/1929;['Lund', ', Sweden'];https://en.wikipedia.org/wiki/Max_von_Sydow
Mark Williams (actor);False;22/8/1959;['Bromsgrove', ', ', 'Worcestershire', ', ', 'England'];https://en.wikipedia.org/wiki/Mark_Williams_(actor)
Lolita Davidovich;True;15/7/1961;['London, Ontario', ', Canada'];https://en.wikipedia.org/wiki/Lolita_Davidovich
Sissy Spacek;True;25/12/1949;['Quitman', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Sissy_Spacek
Nick Nolte;False;;['Omaha, Nebraska', ', U.S.'];https://en.wikipedia.org/wiki/Nick_Nolte
Patrick Stewart;False;13/7/1940;['Mirfield', ', ', 'West Riding of Yorkshire', ', England'];https://en.wikipedia.org/wiki/Patrick_Stewart
Steve Martin;False;14/8/1945;[];https://en.wikipedia.org/wiki/Steve_Martin
Martin Short;False;26/3/1950;['Hamilton', ', ', 'Ontario', ', Canada'];https://en.wikipedia.org/wiki/Martin_Short
Sylvia Chang;True;21/7/1953;['Dalin', ', ', 'Chiayi County', ', ', 'Taiwan'];https://en.wikipedia.org/wiki/Sylvia_Chang
Helen Stenborg;True;24/1/1925;['Minneapolis, Minnesota', ', U.S.'];https://en.wikipedia.org/wiki/Helen_Stenborg
Dan Keplinger;False;;[];https://en.wikipedia.org/wiki/Dan_Keplinger
Lecy Goranson;True;22/6/1974;['Evanston, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Lecy_Goranson
Greta Scacchi;True;18/2/1960;['Milan', ', ', 'Lombardy', ', Italy'];https://en.wikipedia.org/wiki/Greta_Scacchi
Helen Hunt;True;15/6/1963;['Culver City, California', ', U.S.'];https://en.wikipedia.org/wiki/Helen_Hunt
Jean-Luc Bideau;False;1/10/1940;['Geneva', ', Switzerland'];https://en.wikipedia.org/wiki/Jean-Luc_Bideau
Ron Cook;False;;[];https://en.wikipedia.org/wiki/Ron_Cook
Carlo Cecchi;False;25/1/1939;['Florence', ', ', 'Tuscany', ', ', 'Italy'];https://en.wikipedia.org/wiki/Carlo_Cecchi
Robert Carlyle;False;14/4/1961;['Maryhill', ', ', 'Glasgow', ', Scotland'];https://en.wikipedia.org/wiki/Robert_Carlyle
Mark Addy;False;14/1/1964;['York', ', England'];https://en.wikipedia.org/wiki/Mark_Addy
Jane Alexander;True;28/10/1939;['Boston', ', ', 'Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Jane_Alexander
Skeet Ulrich;False;20/1/1970;['Lynchburg, Virginia', ' U.S.'];https://en.wikipedia.org/wiki/Skeet_Ulrich
Linda Fiorentino;True;9/3/1958;['Philadelphia', ', ', 'Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Linda_Fiorentino
Chloë Sevigny;True;18/11/1974;['Springfield, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Chlo%C3%AB_Sevigny
Shirley Knight;True;5/7/1936;['Goessel, Kansas', ', U.S.'];https://en.wikipedia.org/wiki/Shirley_Knight
Fedja van Huêt;False;21/6/1973;['The Hague', ', ', 'Netherlands'];https://en.wikipedia.org/wiki/Fedja_van_Hu%C3%AAt
Jan Decleir;False;14/2/1946;['Niel', ', ', 'Belgium'];https://en.wikipedia.org/wiki/Jan_Decleir
Carrie-Anne Moss;True;21/8/1967;['Burnaby', ', ', 'British Columbia', ', ', 'Canada'];https://en.wikipedia.org/wiki/Carrie-Anne_Moss
Danny DeVito;False;17/11/1944;['Neptune Township, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Danny_DeVito
Betty Schuurman;True;;['Edam, Netherlands'];https://en.wikipedia.org/wiki/Betty_Schuurman
Bob Peterson (filmmaker);False;18/1/1961;['Wooster', ', ', 'Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Bob_Peterson_(filmmaker)
Billy Zane;False;24/2/1966;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Billy_Zane
Victor Löw;False;25/8/1962;['Amsterdam', ',\xa0the\xa0', 'Netherlands'];https://en.wikipedia.org/wiki/Victor_L%C3%B6w
Delroy Lindo;False;18/11/1952;['Lewisham', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Delroy_Lindo
Frances Fisher;True;11/5/1952;['Milford on Sea', ', ', 'Hampshire', ', England'];https://en.wikipedia.org/wiki/Frances_Fisher
Jake Weber;False;12/3/1963;['London', ', ', 'England'];https://en.wikipedia.org/wiki/Jake_Weber
Keanu Reeves;False;2/9/1964;['Beirut', ', Lebanon'];https://en.wikipedia.org/wiki/Keanu_Reeves
Tom Bower (actor);False;3/1/1938;['Denver, Colorado', ', U.S.'];https://en.wikipedia.org/wiki/Tom_Bower_(actor)
Juliette Binoche;True;9/3/1964;['Paris, France'];https://en.wikipedia.org/wiki/Juliette_Binoche
Jon Bon Jovi;False;2/3/1962;['Perth Amboy, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Jon_Bon_Jovi
Jonathan Hyde;False;21/5/1948;['Brisbane', ', ', 'Queensland', ', Australia'];https://en.wikipedia.org/wiki/Jonathan_Hyde
Chow Yun-fat;False;18/5/1955;['Lamma Island', ', ', 'British Hong Kong'];https://en.wikipedia.org/wiki/Chow_Yun-fat
Harve Presnell;False;14/9/1933;['Modesto, California', ', U.S.'];https://en.wikipedia.org/wiki/Harve_Presnell
Danny Nucci;False;15/9/1968;['Klagenfurt', ', Austria'];https://en.wikipedia.org/wiki/Danny_Nucci
Armin Mueller-Stahl;False;17/12/1930;['Tilsit', ', ', 'East Prussia', ', Germany'];https://en.wikipedia.org/wiki/Armin_Mueller-Stahl
David Warner (actor);False;29/7/1941;['Manchester', ', England'];https://en.wikipedia.org/wiki/David_Warner_(actor)
Peter Stormare;False;27/8/1953;['Kumla', ', Sweden'];https://en.wikipedia.org/wiki/Peter_Stormare
Naveen Andrews;False;;['Lambeth', ', ', 'Greater London', ', England'];https://en.wikipedia.org/wiki/Naveen_Andrews
Julia Roberts;True;28/10/1967;['Smyrna, Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Julia_Roberts
Frances McDormand;True;23/6/1957;['Gibson City, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Frances_McDormand
Tom Cruise;False;3/7/1962;['Syracuse, New York', ', U.S.'];https://en.wikipedia.org/wiki/Tom_Cruise
Kelly Preston;True;13/10/1962;['Honolulu', ', Hawaii, U.S.'];https://en.wikipedia.org/wiki/Kelly_Preston
Bill Pullman;False;17/12/1953;['Hornell, New York', ', U.S.'];https://en.wikipedia.org/wiki/Bill_Pullman
John Gielgud;False;;[];https://en.wikipedia.org/wiki/John_Gielgud
Jürgen Prochnow;False;10/6/1941;['Berlin', ', ', 'Germany'];https://en.wikipedia.org/wiki/J%C3%BCrgen_Prochnow
Jerry O'Connell;False;17/2/1974;['Manhattan', ', ', 'New York City', ', U.S.'];https://en.wikipedia.org/wiki/Jerry_O%27Connell
Alan Cumming;False;27/1/1965;['Aberfeldy', ', ', 'Perthshire', ', Scotland'];https://en.wikipedia.org/wiki/Alan_Cumming
Jay Mohr;False;23/8/1970;['Verona, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Jay_Mohr
Mary McDonnell;True;28/4/1952;['Wilkes-Barre, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Mary_McDonnell
Bonnie Hunt;True;22/9/1961;['Chicago', ', ', 'Illinois', ', U.S.'];https://en.wikipedia.org/wiki/Bonnie_Hunt
Jimmy Nail;False;16/3/1954;['Newcastle upon Tyne', ', England'];https://en.wikipedia.org/wiki/Jimmy_Nail
Lucas Black;False;29/11/1982;['Decatur, Alabama', ', U.S.'];https://en.wikipedia.org/wiki/Lucas_Black
Margaret Colin;True;26/5/1958;['Brooklyn', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Margaret_Colin
Natalie Canerday;True;9/3/1962;['Russellville, Arkansas', ', ', 'United States'];https://en.wikipedia.org/wiki/Natalie_Canerday
Juliet Stevenson;True;30/10/1956;['Kelvedon', ', ', 'Essex', ', England'];https://en.wikipedia.org/wiki/Juliet_Stevenson
Libuše Šafránková;True;7/6/1953;['Brno', ', ', 'Czechoslovakia'];https://en.wikipedia.org/wiki/Libu%C5%A1e_%C5%A0afr%C3%A1nkov%C3%A1
Zdeněk Svěrák;False;28/3/1936;['Prague', ', ', 'Czechoslovakia'];https://en.wikipedia.org/wiki/Zden%C4%9Bk_Sv%C4%9Br%C3%A1k
Robert Duvall;False;5/1/1931;['San Diego', ', California, U.S.'];https://en.wikipedia.org/wiki/Robert_Duvall
Robert Loggia;False;3/1/1930;['Staten Island, New York', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Loggia
Polly Walker;True;19/5/1966;['Warrington', ', ', 'Lancashire', ', England'];https://en.wikipedia.org/wiki/Polly_Walker
James Rebhorn;False;1/9/1948;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/James_Rebhorn
John Ritter;False;17/9/1948;['Burbank, California', ', U.S.'];https://en.wikipedia.org/wiki/John_Ritter
Jada Pinkett Smith;True;18/9/1971;['Baltimore', ', ', 'Maryland', ', U.S.'];https://en.wikipedia.org/wiki/Jada_Pinkett_Smith
Harvey Fierstein;False;6/6/1952;['Brooklyn, New York', ', U.S.'];https://en.wikipedia.org/wiki/Harvey_Fierstein
Madonna;True;16/8/1958;['Bay City, Michigan', ', U.S.'];https://en.wikipedia.org/wiki/Madonna
Sophie Marceau;True;17/11/1966;['Paris', ', France'];https://en.wikipedia.org/wiki/Sophie_Marceau
Patrick McGoohan;False;19/3/1928;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Patrick_McGoohan
Bruce Altman;False;3/7/1955;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Bruce_Altman
James Brown;False;;['Barnwell, South Carolina', ', U.S.'];https://en.wikipedia.org/wiki/James_Brown
Bebe Neuwirth;True;31/12/1958;['Newark, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Bebe_Neuwirth
Norman Mailer;True;31/1/1923;[];https://en.wikipedia.org/wiki/Norman_Mailer
B.B. King;False;16/9/1925;[];https://en.wikipedia.org/wiki/B.B._King
George Plimpton;False;18/3/1927;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/George_Plimpton
George Foreman;False;10/1/1949;[];https://en.wikipedia.org/wiki/George_Foreman
Catherine McCormack;True;3/4/1972;['Epsom', ', ', 'Surrey', ', England', '[2]'];https://en.wikipedia.org/wiki/Catherine_McCormack
Judy Kuhn;True;20/5/1958;[];https://en.wikipedia.org/wiki/Judy_Kuhn
Russell Means;False;10/11/1939;['Porcupine', ', ', 'Pine Ridge Indian Reservation', ', ', 'South Dakota', ', U.S.'];https://en.wikipedia.org/wiki/Russell_Means
Hugh Grant;False;9/9/1960;['Hammersmith', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Hugh_Grant
Suzy Amis Cameron;True;5/1/1962;['Oklahoma City', ', ', 'Oklahoma', ', U.S.'];https://en.wikipedia.org/wiki/Suzy_Amis_Cameron
David Ogden Stiers;False;31/10/1942;['Peoria, Illinois', ', U.S.'];https://en.wikipedia.org/wiki/David_Ogden_Stiers
Gordon Tootoosis;False;25/10/1941;['Poundmaker Reserve', ', ', 'Saskatchewan', ', Canada'];https://en.wikipedia.org/wiki/Gordon_Tootoosis
Philippe Noiret;False;;['Lille', ', ', 'Nord', ', ', 'France'];https://en.wikipedia.org/wiki/Philippe_Noiret
Massimo Troisi;False;19/2/1953;['San Giorgio a Cremano', ', Italy'];https://en.wikipedia.org/wiki/Massimo_Troisi
Frank Welker;False;12/3/1946;['Denver', ', ', 'Colorado', ', U.S.'];https://en.wikipedia.org/wiki/Frank_Welker
Maria Grazia Cucinotta;True;27/7/1968;['Messina', ', Italy'];https://en.wikipedia.org/wiki/Maria_Grazia_Cucinotta
Robert Prosky;False;13/12/1930;['Philadelphia, Pennsylvania', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Prosky
Susan Sarandon;True;4/10/1946;['New York City, New York, U.S.'];https://en.wikipedia.org/wiki/Susan_Sarandon
Raymond J. Barry;False;14/3/1939;['Hempstead, New York', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Raymond_J._Barry
Julian Sands;False;4/1/1958;['Otley', ', ', 'West Yorkshire', ', England'];https://en.wikipedia.org/wiki/Julian_Sands
Elisabeth Shue;True;6/10/1963;['Wilmington, Delaware', ', U.S.'];https://en.wikipedia.org/wiki/Elisabeth_Shue
R. Lee Ermey;False;24/3/1944;['Emporia, Kansas', ', U.S.'];https://en.wikipedia.org/wiki/R._Lee_Ermey
Anne Reid;True;28/5/1935;['Jesmond', ', ', 'Newcastle upon Tyne', ', England'];https://en.wikipedia.org/wiki/Anne_Reid
Scott Wilson (actor);False;"""1942";;
"-03-29""";['Thomasville, Georgia', ', U.S.'];https://en.wikipedia.org/wiki/Scott_Wilson_(actor);;
Olympia Dukakis;True;20/6/1931;['Lowell, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Olympia_Dukakis
Michael Rapaport;False;20/3/1970;['New York City', ', U.S.'];https://en.wikipedia.org/wiki/Michael_Rapaport
Els Dottermans;True;16/5/1964;['Leuven', ', ', 'Belgium'];https://en.wikipedia.org/wiki/Els_Dottermans
Mira Sorvino;True;28/9/1967;['New York City, New York, U.S.'];https://en.wikipedia.org/wiki/Mira_Sorvino
Willeke van Ammelrooy;True;5/4/1944;['Amsterdam', ', ', 'Netherlands'];https://en.wikipedia.org/wiki/Willeke_van_Ammelrooy
Michelle St. John;True;;[];https://en.wikipedia.org/wiki/Michelle_St._John
Jim Varney;False;15/6/1949;['Lexington, Kentucky', ', U.S.'];https://en.wikipedia.org/wiki/Jim_Varney
Martin Landau;False;20/6/1928;['Brooklyn, New York City', ', U.S.'];https://en.wikipedia.org/wiki/Martin_Landau
Sarah Jessica Parker;True;25/3/1965;['Nelsonville, Ohio', ', U.S.'];https://en.wikipedia.org/wiki/Sarah_Jessica_Parker
Jack Warden;False;18/9/1920;['Newark, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Jack_Warden
John Kassir;False;24/10/1957;['Baltimore, Maryland', ', U.S.', '[1]'];https://en.wikipedia.org/wiki/John_Kassir
Peter Weller;False;24/6/1947;['Stevens Point, Wisconsin', ', U.S.'];https://en.wikipedia.org/wiki/Peter_Weller
Marina de Graaf;NA;;[];https://nl.wikipedia.org/wiki/Marina_de_Graaf
Jonathan Taylor Thomas;False;8/9/1981;['Bethlehem, Pennsylvania', ', ', 'U.S.'];https://en.wikipedia.org/wiki/Jonathan_Taylor_Thomas
Annie Potts;True;28/10/1952;['Nashville, Tennessee', ', U.S.'];https://en.wikipedia.org/wiki/Annie_Potts
John Travolta;False;18/2/1954;['Englewood, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/John_Travolta
Dennis Hopper;False;17/5/1936;['Dodge City, Kansas', ', U.S.'];https://en.wikipedia.org/wiki/Dennis_Hopper
Uma Thurman;True;29/4/1970;['Boston, Massachusetts', ', U.S.'];https://en.wikipedia.org/wiki/Uma_Thurman
James Earl Jones;False;17/1/1931;['Arkabutla, Mississippi', ', U.S.'];https://en.wikipedia.org/wiki/James_Earl_Jones
Matthew Broderick;False;21/3/1962;['Manhattan', ', New York, U.S.'];https://en.wikipedia.org/wiki/Matthew_Broderick
Amanda Plummer;True;23/3/1957;['New York City, U.S.'];https://en.wikipedia.org/wiki/Amanda_Plummer
Rupert Graves;False;30/6/1963;['Weston-super-Mare', ', ', 'Somerset', ', England'];https://en.wikipedia.org/wiki/Rupert_Graves
Moira Kelly;True;6/3/1968;['Queens', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Moira_Kelly
Rob Reiner;False;6/3/1947;['The Bronx', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Rob_Reiner
Joe Morton;False;18/10/1947;['Harlem, New York', ', U.S.'];https://en.wikipedia.org/wiki/Joe_Morton
Erik von Detten;False;3/10/1982;['San Diego, California', ', U.S.'];https://en.wikipedia.org/wiki/Erik_von_Detten
Amanda Donohoe;True;29/6/1962;['London', ', England'];https://en.wikipedia.org/wiki/Amanda_Donohoe
Rupert Everett;False;29/5/1959;['Burnham Deepdale', ', ', 'Norfolk', ', England'];https://en.wikipedia.org/wiki/Rupert_Everett
Maria de Medeiros;True;;['Lisbon', ', Portugal'];https://en.wikipedia.org/wiki/Maria_de_Medeiros
Ernie Sabella;False;19/9/1949;['Westchester County, New York', ', U.S.', '[1]'];https://en.wikipedia.org/wiki/Ernie_Sabella
Henry Thomas;False;2/9/1971;['San Antonio', ', ', 'Texas', ', U.S.'];https://en.wikipedia.org/wiki/Henry_Thomas
Ving Rhames;False;12/5/1959;['New York City', ', ', 'New York', ', U.S.'];https://en.wikipedia.org/wiki/Ving_Rhames
Nathan Lane;False;3/2/1956;['Jersey City, New Jersey', ', U.S.'];https://en.wikipedia.org/wiki/Nathan_Lane
Tracey Ullman;True;30/12/1959;['Slough', ', ', 'Berkshire', ', England'];https://en.wikipedia.org/wiki/Tracey_Ullman
Nadezhda Mikhalkova;True;27/9/1986;['Moscow', ', ', 'Russian SFSR', ', ', 'Soviet Union'];https://en.wikipedia.org/wiki/Nadezhda_Mikhalkova
Rosanna Arquette;True;10/8/1959;['New York City, U.S.'];https://en.wikipedia.org/wiki/Rosanna_Arquette
Rowan Atkinson;False;6/1/1955;[];https://en.wikipedia.org/wiki/Rowan_Atkinson
Andrew MacLachlan;False;;[];https://en.wikipedia.org/wiki/Andrew_MacLachlan
Terence Stamp;False;22/7/1938;['Stepney', ', ', 'London', ', England'];https://en.wikipedia.org/wiki/Terence_Stamp
Eric Stoltz;False;30/9/1961;['Whittier, California', ', U.S.'];https://en.wikipedia.org/wiki/Eric_Stoltz
Robert Guillaume;False;30/11/1927;['St. Louis, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Robert_Guillaume
Joe Viterelli;False;10/3/1937;['Manhattan, New York City, U.S.'];https://en.wikipedia.org/wiki/Joe_Viterelli
Dianne Wiest;True;28/3/1948;['Kansas City, Missouri', ', U.S.'];https://en.wikipedia.org/wiki/Dianne_Wiest
